name,season_0,season_1,season_2,age_0,age_1,age_2,weight_0,weight_1,weight_2,bmi_0,bmi_1,bmi_2,games_0,games_1,games_2,rush_atts_0,rush_atts_1,rush_atts_2,rush_yds_0,rush_yds_1,rush_yds_2,rush_y/a_0,rush_y/a_1,rush_y/a_2,rush_tds_0,rush_tds_1,rush_tds_2,rush_ypg_0,rush_ypg_1,rush_ypg_2,targets_0,targets_1,targets_2,receptions_0,receptions_1,receptions_2,rec_yards_0,rec_yards_1,rec_yards_2,yards/reception_0,yards/reception_1,yards/reception_2,rec_tds_0,rec_tds_1,rec_tds_2,rec_ypg_0,rec_ypg_1,rec_ypg_2,ctch_pct_0,ctch_pct_1,ctch_pct_2,y/tgt_0,y/tgt_1,y/tgt_2,fumbles_0,fumbles_1,fumbles_2,fumbles_recovered_0,fumbles_recovered_1,fumbles_recovered_2,fum_ret_yds_0,fum_ret_yds_1,fum_ret_yds_2,fum_tds_0,fum_tds_1,fum_tds_2,forced_fumbles_0,forced_fumbles_1,forced_fumbles_2,pro_bowls_0,pro_bowls_1,pro_bowls_2,all_pros_0,all_pros_1,all_pros_2,100yd_gms_0,100yd_gms_1,100yd_gms_2,first_down_ctchs_0,first_down_ctchs_1,first_down_ctchs_2,first_down_ctchpct_0,first_down_ctchpct_1,first_down_ctchpct_2,long_ctch_0,long_ctch_1,long_ctch_2,drops_0,drops_1,drops_2,EYds_0,EYds_1,EYds_2,DVOA_0,DVOA_1,DVOA_2,DYAR_0,DYAR_1,DYAR_2,40 Yard_0,40 Yard_1,40 Yard_2,rookie_age_0,rookie_age_1,rookie_age_2,rookie_season_0,rookie_season_1,rookie_season_2,height_inches_0,height_inches_1,height_inches_2,start_ratio_0,start_ratio_1,start_ratio_2,dpis_drawn_0,dpis_drawn_1,dpis_drawn_2,dpi_yards_0,dpi_yards_1,dpi_yards_2,pct_team_tgts_0,pct_team_tgts_1,pct_team_tgts_2,pct_team_receptions_0,pct_team_receptions_1,pct_team_receptions_2,pct_of_team_passyards_0,pct_of_team_passyards_1,pct_of_team_passyards_2,pct_team_touchdowns_0,pct_team_touchdowns_1,pct_team_touchdowns_2,dropK_0,dropK_1,dropK_2,yacK_0,yacK_1,yacK_2,td_points_0,td_points_1,td_points_2,compilation_0,compilation_1,compilation_2,avg_starts,dpis,dpi_yards,year_1_growth,year_2_growth
Dominique Davis,2013.0,2014.0,2015.0,24.0,25.0,26.0,210.0,210.0,210.0,26.2,26.2,26.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.701499470874,0.0,0.0,0.461142597165,0.0,0.0,-0.678406773583,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,2013.0,2013.0,2013.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197268588771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Page,2013.0,2014.0,2015.0,22.0,23.0,24.0,180.0,180.0,180.0,25.8,25.8,25.8,16.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,68.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.444,0.0,0.0,7.56,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.75,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,-0.552688067461,0.0,0.0,0.461231393263,0.0,0.0,0.314606541918,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,2013.0,2013.0,2013.0,70.0,70.0,70.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175097276265,0.0,0.0,0.0137457044674,0.0,0.0,0.0241134751773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30882352941,0.0,0.0,0.0,0.0,0.0,0.249917357314,0.0,0.0,0.0208333333333,0.0,0.0,-0.0603733114313,0.0
Erik Lorig,2013.0,2014.0,2015.0,27.0,28.0,29.0,265.0,265.0,265.0,32.3,32.3,32.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,0.0,0.0,47.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.786,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.182,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,-0.592751651895,0.0,0.0,0.461231393263,0.0,0.0,0.261207846206,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,2013.0,2013.0,2013.0,76.0,76.0,76.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272373540856,0.0,0.0,0.0378006872852,0.0,0.0,0.0166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7234042553,0.0,0.0,0.0,0.0,0.0,0.601519085219,0.0,0.0,0.2,0.0,0.0,-0.145310831765,0.0
Greg Jenkins,2013.0,2014.0,2015.0,24.0,25.0,26.0,208.0,208.0,208.0,27.4,27.4,27.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.689798986726,0.0,0.0,-2.75529902602,0.0,0.0,0.328851069667,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,2013.0,2013.0,2013.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019267822736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaron Brown,2013.0,2014.0,2015.0,23.0,24.0,25.0,205.0,205.0,205.0,26.3,26.3,26.3,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,32.0,23.0,11.0,22.0,11.0,140.0,229.0,144.0,12.73,10.41,13.09,1.0,2.0,1.0,8.8,14.3,9.0,0.647,0.688,0.478,8.24,7.16,6.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,0.545,0.636,0.727,32.0,26.0,39.0,0.0,1.0,0.0,136.0,241.0,150.0,0.025,-0.02,-0.161,0.2,0.27,-0.07,0.0,0.0,0.0,23.0,23.0,23.0,2013.0,2013.0,2013.0,74.0,74.0,74.0,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0296167247387,0.0536912751678,0.0357142857143,0.030303030303,0.0654761904762,0.0274314214464,0.0349825087456,0.0593417983934,0.0278476116805,0.0416666666667,0.0909090909091,0.025641025641,0.0,0.69314718056,0.0,9.77857142857,17.8864628821,4.34027777778,0.022536687631,0.0983419096627,0.0138687308498,0.897772665824,3.06122549415,0.803710952323,0.0416666666667,1.0,32.0,0.522632012339,-1.21828616248
Jimmy Graham,2013.0,2014.0,2015.0,27.0,28.0,29.0,260.0,260.0,260.0,29.3,29.3,29.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,86.0,0.0,0.0,1215.0,0.0,0.0,14.13,0.0,0.0,16.0,0.0,0.0,75.9,0.0,0.0,0.606,0.0,0.0,8.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,61.0,0.0,0.0,0.709,0.0,0.0,56.0,0.0,0.0,3.0,0.0,0.0,1.79711671191,0.0,0.0,0.461231393263,0.0,0.0,7.07534406474,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,2013.0,2013.0,2013.0,79.0,79.0,79.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196132596685,0.0,0.0,0.175510204082,0.0,0.0,0.222201901975,0.0,0.0,0.390243902439,0.0,0.0,1.38629436112,0.0,0.0,165.926748971,0.0,0.0,3.37720509281,0.0,0.0,75.7201112638,0.0,0.0,0.25,0.0,0.0,-18.2919422167,0.0
Josh Boyce,2013.0,2014.0,2015.0,22.0,23.0,24.0,206.0,206.0,206.0,28.7,28.7,28.7,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,121.0,0.0,0.0,13.44,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.474,0.0,0.0,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.667,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,147.0,-0.688682069709,0.0,-0.069,-0.23541055958,0.0,0.09,0.497328695787,0.0,4.38,0.0,0.0,22.0,22.0,22.0,2013.0,2013.0,2013.0,71.0,71.0,71.0,0.333333333333,0.0,0.0,2.0,0.0,0.0,39.0,0.0,0.0,0.027496382055,0.0,0.0,0.0215827338129,0.0,0.0,0.026722614841,0.0,0.0,0.0,0.0,0.0,1.09861228867,0.0,0.0,52.8925619835,0.0,0.0,0.0,0.0,0.0,0.607452786801,0.0,0.0,0.111111111111,2.0,39.0,-0.146744254467,0.0
Julian Talley,2013.0,2014.0,2015.0,24.0,25.0,26.0,192.0,192.0,192.0,25.3,25.3,25.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.690654196821,-0.688682069709,0.0,-3.58152130836,-0.23541055958,0.0,0.315417177833,0.497328695787,0.0,0.0,0.0,0.0,24.0,24.0,24.0,2013.0,2013.0,2013.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352733686067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Hunter,2013.0,2014.0,2015.0,22.0,23.0,24.0,196.0,196.0,196.0,23.9,23.9,23.9,14.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,67.0,31.0,18.0,28.0,22.0,354.0,498.0,264.0,19.67,17.79,12.0,4.0,3.0,1.0,25.3,41.5,29.3,0.429,0.418,0.71,8.43,7.43,8.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,20.0,12.0,0.889,0.714,0.545,57.0,75.0,29.0,0.0,4.0,1.0,317.0,420.0,295.0,-0.036,-0.134,0.17,0.3,-0.04,0.7,4.44,4.44,4.44,22.0,22.0,22.0,2013.0,2013.0,2013.0,76.0,76.0,76.0,0.0,0.666666666667,0.555555555556,0.0,1.0,1.0,0.0,29.0,16.0,0.078799249531,0.130604288499,0.0562613430127,0.0548780487805,0.0936454849498,0.0643274853801,0.101258581236,0.145955451348,0.0753639737368,0.181818181818,0.15,0.04,0.0,1.60943791243,0.69314718056,26.5790960452,70.9718875502,6.06060606061,0.39336763865,0.243396226415,0.0216352201258,7.61146995211,11.3870245445,3.49550491811,0.407407407408,2.0,45.0,0.912072437402,-4.25872302644
Justin Veltung,2013.0,2014.0,2015.0,22.0,23.0,24.0,182.0,182.0,182.0,25.4,25.4,25.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.688682069709,0.0,0.0,-0.23541055958,0.0,0.0,0.497328695787,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,2013.0,2013.0,2013.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Davis,2013.0,2014.0,2015.0,28.0,29.0,30.0,259.0,259.0,259.0,29.9,29.9,29.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,0.0,10.67,0.0,0.0,1.0,0.0,0.0,2.1,0.0,0.0,0.75,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.667,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,-0.622008793071,0.0,0.0,0.461231393263,0.0,0.0,0.786367645167,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,2013.0,2013.0,2013.0,78.0,78.0,78.0,0.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081799591002,0.0,0.0,0.00967741935484,0.0,0.0,0.00856072766185,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0180293501048,0.0,0.0,0.334887556201,0.0,0.0,0.088888888889,0.0,0.0,-0.0808998260157,0.0
Kenbrell Thompkins,2013.0,2014.0,2015.0,25.0,26.0,27.0,196.0,196.0,196.0,26.6,26.6,26.6,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,33.0,32.0,0.0,17.0,466.0,0.0,165.0,14.56,0.0,9.71,4.0,0.0,0.0,38.8,0.0,23.6,0.464,0.0,0.515,6.75,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,7.0,0.656,0.0,0.412,49.0,0.0,43.0,7.0,0.0,0.0,454.0,0.0,112.0,-0.119,0.0,-0.388,0.04,0.0,-0.68,4.54,0.0,4.54,25.0,25.0,25.0,2013.0,2013.0,2013.0,72.0,72.0,72.0,0.666666666667,0.0,0.285714285714,1.0,0.0,1.0,16.0,0.0,14.0,0.0998552821997,0.0,0.0546357615894,0.0767386091127,0.0,0.0469613259669,0.102915194346,0.0,0.0406704461425,0.153846153846,0.0,0.0,2.07944154168,0.0,0.0,43.8819742489,0.0,28.0242424242,0.332849540396,0.0,0.0,7.43463150991,0.0,0.766706948932,0.31746031746,2.0,30.0,-1.79600700147,0.413759667658
Kenny Stills,2013.0,2014.0,2015.0,21.0,22.0,23.0,194.0,194.0,194.0,25.6,25.6,25.6,16.0,0.0,16.0,3.0,0.0,0.0,10.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,50.0,0.0,63.0,32.0,0.0,27.0,641.0,0.0,440.0,20.03,0.0,16.3,5.0,0.0,3.0,40.1,0.0,27.5,0.64,0.0,0.429,12.82,0.0,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,18.0,0.75,0.0,0.667,76.0,0.0,47.0,2.0,0.0,2.0,622.0,0.0,364.0,0.401,0.0,-0.172,2.06,0.0,-0.22,4.38,0.0,4.38,21.0,21.0,21.0,2013.0,2013.0,2013.0,73.0,73.0,73.0,0.625,0.0,0.5,1.0,0.0,0.0,37.0,0.0,0.0,0.0690607734807,0.0,0.107142857143,0.065306122449,0.0,0.0739726027397,0.117227505486,0.0,0.115455261086,0.121951219512,0.0,0.125,1.09861228867,0.0,1.09861228867,59.9313572543,0.0,27.5,0.329805184844,0.0,0.202830188679,11.4873027143,0.0,6.59826893125,0.375,1.0,37.0,-2.77502335864,3.56080972517
Lamaar Thomas,2013.0,2014.0,2015.0,23.0,24.0,25.0,185.0,185.0,185.0,25.1,25.1,25.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,31.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.667,0.0,0.0,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,-0.624594518583,0.0,0.0,0.461231393263,0.0,0.0,0.666999177182,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,2013.0,2013.0,2013.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00506756756757,0.0,0.0,0.00573065902579,0.0,0.0,0.00900900900901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25806451613,0.0,0.0,0.0,0.0,0.0,0.120934512229,0.0,0.0,0.0,0.0,0.0,-0.0292145253457,0.0
Markus Wheaton,2013.0,2014.0,2015.0,22.0,23.0,24.0,189.0,189.0,189.0,26.4,26.4,26.4,12.0,16.0,16.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,1.2,0.0,13.0,86.0,79.0,6.0,53.0,44.0,64.0,644.0,749.0,10.67,12.15,17.02,0.0,2.0,5.0,5.3,40.3,46.8,0.462,0.616,0.557,4.92,7.49,9.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,33.0,32.0,0.833,0.623,0.727,21.0,47.0,72.0,2.0,2.0,2.0,56.0,673.0,751.0,-0.305,-0.002,0.124,-0.18,0.84,1.59,4.45,4.45,4.45,22.0,22.0,22.0,2013.0,2013.0,2013.0,71.0,71.0,71.0,0.0833333333333,0.6875,0.5,0.0,1.0,1.0,0.0,10.0,7.0,0.0221843003413,0.130303030303,0.119155354449,0.0159151193634,0.119369369369,0.101149425287,0.0159322877769,0.125194401244,0.146403440188,0.0,0.0588235294118,0.185185185185,1.09861228867,1.09861228867,1.09861228867,26.265625,46.4736024845,33.7530040053,0.0,0.06363300037,0.500815280689,0.213116481949,13.7028920785,18.2886865402,0.423611111111,2.0,17.0,3.25876694592,2.47476143926
Marquess Wilson,2013.0,2014.0,2015.0,21.0,22.0,23.0,194.0,194.0,194.0,24.2,24.2,24.2,10.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,51.0,2.0,17.0,28.0,13.0,140.0,464.0,6.5,8.24,16.57,0.0,1.0,1.0,1.3,20.0,42.2,0.667,0.531,0.549,4.33,4.38,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,0.5,0.412,0.714,10.0,17.0,50.0,0.0,2.0,2.0,-0.662039474959,159.0,535.0,0.461397630217,-0.25,0.17,0.475907297813,-0.31,1.27,0.0,4.51,4.51,21.0,21.0,21.0,2013.0,2013.0,2013.0,75.0,75.0,75.0,0.1,0.857142857143,0.545454545455,0.0,1.0,3.0,0.0,26.0,66.0,0.00518134715026,0.0525451559934,0.0975143403442,0.00536193029491,0.0429292929293,0.0838323353293,0.00303667367438,0.0369198312236,0.126672126672,0.0,0.0333333333333,0.047619047619,0.0,1.09861228867,1.09861228867,7.69230769231,24.0285714286,80.2780172414,0.0,0.0180293501048,0.0257562144354,0.0509208580347,0.975735681156,11.9985646818,0.500865800866,4.0,92.0,0.223410386268,5.94855970763
